ID,Soil_pH,Soil_Moisture_VWC_%,Soil_Temp_C,Rainfall_mm_month,Sunlight_hrs_day,Plant_Age_years,Growth_Rate_cm_month,Annual_Bark_Yield_g_plant,Stress_Classification
718,5.68,30.41,29.83,306.9,9.6,14,4.15,290.54,Near Optimal
719,5.4,33.85,25.1,170.0,8.8,15,4.69,335.95,Optimal
720,5.57,27.61,27.4,174.2,7.7,7,7.02,445.1,Optimal
721,5.77,31.76,33.25,234.8,9.3,5,1.5,98.37,Moderate Stress
722,4.66,31.22,25.38,273.7,8.4,1,1.5,146.86,Moderate Stress
723,4.86,35.61,23.61,89.9,7.5,3,2.76,183.61,Mild Stress
724,6.01,31.55,31.74,81.7,7.0,5,1.5,173.66,Moderate Stress
725,5.69,24.75,33.28,145.8,7.4,7,1.5,126.12,Moderate Stress
726,5.5,35.43,27.01,212.1,3.0,3,6.65,434.12,Optimal
727,5.61,26.99,30.24,207.3,7.9,6,1.62,161.79,Mild Stress
728,5.79,33.17,31.29,238.8,6.6,5,1.66,163.96,Moderate Stress
729,5.3,32.44,24.62,114.0,10.4,13,5.75,432.73,Optimal
730,5.17,40.18,25.45,52.6,7.5,1,3.43,200.58,Mild Stress
731,5.71,28.25,30.94,227.2,5.4,10,1.96,187.17,Mild Stress
732,5.06,29.57,32.39,134.4,7.4,6,1.5,80.17,Moderate Stress
733,5.82,28.94,28.8,69.0,5.6,14,5.01,409.66,Optimal
734,4.66,31.0,24.18,188.0,8.4,8,3.18,241.37,Mild Stress
735,6.17,31.99,33.36,223.6,8.0,13,1.5,214.3,Moderate Stress
736,5.86,20.84,25.3,173.3,9.2,13,3.64,325.6,Slight Deviation
737,5.74,24.01,25.93,154.8,6.1,1,3.32,253.97,Near Optimal
738,6.14,22.74,28.1,171.2,7.6,2,2.17,148.65,Slight Deviation
739,6.52,31.69,31.97,159.6,5.0,14,1.5,182.32,Severe Stress
740,6.16,36.57,29.73,105.9,8.8,15,1.82,231.22,Moderate Stress
741,4.59,32.21,28.33,140.7,8.4,4,1.82,166.55,Moderate Stress
742,4.9,30.96,28.48,208.7,8.4,12,3.18,224.74,Slight Deviation
743,5.26,31.07,27.14,197.7,7.5,2,2.7,152.97,Near Optimal
744,5.61,35.48,28.79,189.2,8.2,11,3.47,271.9,Near Optimal
745,5.88,24.22,18.91,125.3,10.4,9,1.5,176.38,High Stress
746,5.2,32.09,26.05,170.0,7.0,10,6.07,462.66,Optimal
747,5.7,34.28,27.77,60.3,7.7,8,4.69,348.94,Optimal
748,5.18,33.47,23.32,189.8,5.5,8,4.51,247.85,Near Optimal
749,5.26,31.67,28.24,258.6,5.9,4,4.14,222.58,Optimal
750,4.83,37.02,26.35,98.9,7.7,5,2.12,158.84,Moderate Stress
751,5.09,17.71,32.62,147.8,9.5,4,1.5,104.45,Severe Stress
752,4.86,35.31,32.03,198.1,7.0,13,1.54,196.59,High Stress
753,5.06,28.05,25.51,248.9,7.1,9,5.67,395.77,Optimal
754,6.18,18.81,26.52,155.3,6.8,13,1.64,256.01,Mild Stress
755,5.08,33.82,26.76,141.9,6.5,2,2.18,80.0,Slight Deviation
756,7.0,32.37,25.55,71.7,8.0,13,1.5,204.59,High Stress
757,5.87,28.2,27.62,185.7,4.8,11,6.72,520.18,Optimal
758,5.7,34.16,24.57,292.3,9.8,8,5.65,427.55,Optimal
759,5.13,39.17,23.38,195.3,6.3,2,1.5,133.55,Moderate Stress
760,5.99,35.1,28.99,178.8,8.8,1,3.28,237.39,Near Optimal
761,5.28,38.86,29.01,197.7,5.2,10,2.91,233.46,Mild Stress
762,5.67,33.2,24.43,179.4,8.7,3,6.93,401.25,Optimal
763,7.0,25.88,29.87,135.3,8.7,9,1.5,90.79,Severe Stress
764,5.55,21.84,24.98,225.3,8.2,12,4.2,335.31,Near Optimal
765,6.23,26.58,27.81,192.4,5.7,3,5.59,332.19,Near Optimal
766,5.21,26.65,29.63,181.0,7.9,9,2.94,289.06,Slight Deviation
767,5.58,40.61,26.89,126.4,5.4,7,4.73,329.74,Slight Deviation
768,6.57,25.91,28.46,251.7,7.0,13,2.6,223.94,Mild Stress
769,5.26,31.34,25.35,216.6,9.4,10,5.61,375.0,Optimal
770,6.6,29.46,26.37,149.6,8.9,1,2.32,216.81,Moderate Stress
771,5.99,28.75,26.34,235.1,7.5,10,7.51,529.83,Optimal
772,5.29,39.11,24.61,152.6,5.7,5,4.33,272.45,Near Optimal
773,5.95,25.54,26.43,137.0,8.7,9,6.38,459.14,Optimal
774,6.13,29.08,22.04,138.2,7.5,12,1.5,252.39,Mild Stress
775,5.94,24.97,25.43,82.6,3.3,15,4.2,358.36,Optimal
776,4.74,25.68,26.09,205.9,8.9,15,1.83,253.85,Moderate Stress
777,5.2,27.84,26.18,79.3,7.5,3,5.68,406.33,Optimal
778,5.46,29.93,26.23,112.4,9.7,9,6.92,421.0,Optimal
779,5.56,27.67,26.8,65.8,5.5,5,6.07,381.86,Optimal
780,5.94,25.22,28.53,175.3,3.0,9,5.25,424.14,Optimal
781,5.7,22.37,29.8,171.7,8.0,10,1.96,173.12,Mild Stress
782,4.87,31.47,24.92,162.0,8.0,6,3.21,255.11,Slight Deviation
783,5.81,21.55,23.15,122.7,4.5,9,3.52,256.65,Mild Stress
784,5.94,32.48,23.67,115.5,5.7,7,5.88,393.21,Near Optimal
785,5.91,29.18,25.44,205.5,12.0,7,8.34,536.54,Optimal
786,6.19,20.64,25.87,149.7,6.9,8,4.34,346.68,Near Optimal
787,6.06,26.77,24.54,197.4,8.8,7,6.72,466.26,Optimal
788,5.85,25.19,22.85,131.3,6.3,12,2.67,259.66,Slight Deviation
789,5.56,31.42,25.54,190.0,3.7,9,8.53,650.0,Optimal
790,4.69,39.13,27.58,251.7,7.2,11,1.5,238.89,High Stress
791,5.84,19.6,28.9,212.2,7.0,9,2.52,153.86,Slight Deviation
792,5.71,29.95,25.22,157.3,6.8,6,7.61,489.08,Optimal
793,5.75,28.45,25.68,194.1,7.3,7,6.39,524.33,Optimal
794,4.9,35.16,24.03,166.8,8.0,2,1.5,85.89,Mild Stress
795,5.01,32.54,26.9,180.4,7.2,15,3.4,397.07,Near Optimal
796,6.18,24.2,24.29,162.1,5.2,9,4.37,319.28,Optimal
797,5.58,28.16,28.83,171.0,8.4,12,5.0,387.81,Optimal
798,5.97,24.61,21.29,191.7,4.0,13,1.73,238.02,Moderate Stress
799,5.62,35.02,25.85,125.4,3.8,1,3.66,224.44,Near Optimal
800,5.62,29.75,27.96,124.1,8.8,1,1.96,142.91,Slight Deviation
801,6.12,37.65,27.59,103.6,8.4,3,4.56,352.72,Near Optimal
802,5.32,30.24,35.62,92.0,7.4,12,1.5,212.56,High Stress
803,5.65,26.01,28.12,113.0,5.0,6,4.5,322.95,Optimal
804,5.35,22.88,23.79,188.8,6.2,5,4.09,343.97,Near Optimal
805,5.36,21.4,26.69,130.9,7.0,15,4.04,393.08,Near Optimal
806,5.43,22.29,21.32,208.2,4.6,2,1.63,88.13,Moderate Stress
807,5.72,30.68,26.74,181.9,6.2,9,6.84,551.7,Optimal
808,5.34,33.02,24.33,71.7,8.7,14,4.25,389.48,Optimal
809,6.29,19.72,29.93,216.0,10.1,13,1.5,186.52,High Stress
810,5.11,35.65,25.24,224.6,6.7,10,5.47,337.47,Optimal
811,5.5,27.58,26.63,125.3,8.9,14,6.5,453.78,Optimal
812,5.36,31.15,24.97,203.1,4.1,4,6.43,477.3,Optimal
813,6.4,35.36,32.56,132.9,8.7,4,1.5,182.89,High Stress
814,5.71,33.85,25.97,185.4,6.1,5,5.54,375.38,Optimal
815,6.17,26.65,32.86,110.5,8.1,15,1.5,148.04,Moderate Stress
816,4.78,27.7,29.61,81.4,7.1,8,1.5,115.96,High Stress
817,5.75,18.49,28.54,158.9,9.9,10,3.86,254.77,Slight Deviation
818,6.09,24.63,28.18,173.2,5.9,4,3.89,207.3,Near Optimal
819,5.65,28.49,28.26,158.1,8.6,5,5.22,424.14,Optimal
820,6.19,22.99,20.83,114.9,7.0,12,1.5,258.1,Moderate Stress
821,5.32,29.88,26.11,158.0,7.2,4,7.07,416.97,Optimal
822,6.38,27.74,29.7,194.8,7.2,14,1.9,225.69,Moderate Stress
823,6.86,24.8,26.84,177.5,6.0,6,2.38,145.83,High Stress
824,5.4,27.05,22.5,190.0,7.5,12,3.38,298.27,Slight Deviation
825,5.35,31.29,26.83,143.1,7.4,3,6.75,486.38,Optimal
826,6.4,29.51,32.45,244.4,7.9,8,1.5,191.76,High Stress
827,6.47,21.64,30.99,115.3,7.7,6,1.5,166.3,High Stress
828,5.31,37.62,26.8,206.8,8.9,10,5.65,412.2,Near Optimal
829,5.37,29.9,30.04,245.0,9.2,5,2.3,222.17,Mild Stress
830,5.45,30.24,25.83,206.4,5.6,13,5.55,459.63,Optimal
831,4.86,35.46,21.55,168.9,9.1,15,1.5,224.14,High Stress
832,5.09,32.4,24.04,150.9,5.4,2,2.05,134.96,Slight Deviation
833,5.05,36.12,32.0,237.0,8.6,10,1.5,181.14,High Stress
834,5.18,32.4,26.12,101.7,8.6,10,6.52,481.29,Optimal
835,5.58,26.7,26.22,126.6,4.1,7,5.67,377.25,Optimal
836,5.73,31.12,26.04,158.1,7.7,2,4.23,242.68,Optimal
837,6.45,21.43,33.09,248.1,6.7,1,1.5,80.0,Severe Stress
838,5.05,31.89,32.2,200.9,6.1,7,1.5,113.35,Moderate Stress
839,6.14,27.91,34.1,126.8,9.9,5,1.5,123.42,High Stress
840,5.48,29.02,26.49,162.9,6.3,1,3.6,211.66,Near Optimal
841,5.57,29.15,27.95,146.2,6.0,15,5.39,421.67,Optimal
842,5.97,19.18,22.15,141.0,7.6,4,1.5,97.68,Moderate Stress
843,4.98,28.82,31.73,233.8,8.7,12,1.5,196.22,High Stress
844,5.81,29.53,23.26,104.6,7.2,13,4.42,417.42,Near Optimal
845,5.69,30.23,27.69,268.5,9.6,4,6.59,427.02,Optimal
846,5.87,23.75,23.49,225.6,8.5,10,4.02,318.53,Near Optimal
847,5.76,35.55,25.12,240.0,3.6,7,7.39,466.68,Optimal
848,6.95,21.32,24.32,154.5,6.5,9,1.5,154.19,Severe Stress
849,5.25,35.6,25.05,171.8,6.5,2,2.96,235.26,Near Optimal
850,5.31,32.71,25.27,101.2,8.4,12,5.46,459.91,Optimal
851,5.26,27.49,25.25,151.1,3.0,14,4.68,426.68,Optimal
852,5.29,39.51,29.67,207.2,12.0,1,1.5,130.76,Moderate Stress
853,5.25,24.78,23.46,251.3,8.5,2,3.85,262.29,Slight Deviation
854,6.25,32.35,27.71,119.1,7.8,7,4.49,339.44,Near Optimal
855,6.38,32.36,30.9,159.9,9.6,13,1.5,202.57,Moderate Stress
856,5.29,27.28,25.36,171.7,11.7,10,5.92,420.61,Optimal
857,5.14,38.04,24.7,103.2,9.1,6,3.26,246.53,Slight Deviation
858,5.86,27.67,26.26,212.5,9.2,4,7.38,482.35,Optimal
859,5.3,32.04,30.78,140.2,7.7,1,1.5,120.16,Mild Stress
860,5.95,29.95,27.62,169.3,7.2,13,5.86,459.11,Optimal
861,5.71,28.7,25.3,155.1,6.6,1,4.84,372.08,Optimal
862,4.77,36.24,28.55,136.6,6.0,5,2.77,163.86,Moderate Stress
863,6.45,31.12,23.47,179.6,6.3,15,2.38,289.21,Moderate Stress
864,6.59,17.99,29.18,168.1,5.1,1,1.5,96.56,Critical Stress
865,5.26,37.24,28.31,159.5,7.4,12,3.62,313.28,Slight Deviation
866,5.39,22.02,26.02,139.9,4.5,15,3.68,312.36,Near Optimal
867,5.76,34.38,24.32,197.6,7.8,7,5.71,434.28,Optimal
868,5.78,34.79,24.16,270.9,7.4,13,3.9,360.85,Near Optimal
869,5.96,23.17,28.71,187.7,7.8,11,3.71,339.78,Near Optimal
870,6.71,24.32,30.93,234.8,6.6,1,1.5,103.92,High Stress
871,5.5,24.47,24.96,103.5,12.0,1,4.4,260.63,Optimal
872,5.16,29.95,28.47,188.7,9.9,2,2.49,163.07,Slight Deviation
873,4.84,30.44,20.32,119.6,5.3,13,1.5,209.17,High Stress
874,5.2,34.8,25.13,98.8,7.9,14,5.07,346.0,Optimal
875,5.58,36.31,26.9,139.3,6.4,11,4.51,389.15,Near Optimal
876,6.59,33.71,24.09,245.6,5.7,12,2.09,306.32,Moderate Stress
877,5.32,27.73,24.0,232.3,5.1,10,4.9,390.81,Optimal
878,5.72,28.29,24.86,193.4,8.3,3,6.71,416.77,Optimal
879,5.59,21.31,27.94,95.7,6.3,13,3.06,281.96,Slight Deviation
880,6.25,23.72,26.4,169.2,9.2,11,3.67,332.96,Slight Deviation
881,6.99,30.35,19.84,196.6,9.3,15,1.5,200.96,Critical Stress
882,5.31,38.65,20.21,189.7,10.0,1,1.5,128.4,High Stress
883,5.33,24.34,25.06,78.6,6.0,15,4.84,404.31,Optimal
884,6.17,25.03,28.46,131.0,8.4,9,3.77,358.2,Near Optimal
885,5.98,28.43,18.21,176.5,8.6,10,1.5,229.03,High Stress
886,6.62,28.04,25.4,209.5,6.6,8,3.84,282.84,Mild Stress
887,5.92,24.69,25.32,59.2,6.1,5,6.2,409.16,Optimal
888,5.4,32.42,31.44,171.1,10.4,13,1.78,210.02,Moderate Stress
889,5.92,26.37,25.77,187.9,7.9,11,6.51,478.29,Optimal
890,6.21,27.8,28.23,226.7,8.6,2,2.37,125.04,Mild Stress
891,6.05,31.08,27.45,218.1,6.0,5,6.6,397.95,Optimal
892,5.88,28.89,20.18,212.0,5.3,6,1.5,181.74,Moderate Stress
893,6.19,25.75,29.46,136.0,6.5,14,3.89,383.54,Slight Deviation
894,6.24,27.23,27.69,75.1,7.3,15,3.74,381.94,Slight Deviation
895,6.36,26.98,28.63,158.4,5.6,1,2.56,159.17,Slight Deviation
896,5.96,26.77,36.0,235.1,7.5,11,1.5,244.22,High Stress
897,5.51,28.68,20.33,256.6,4.5,4,1.5,121.21,Moderate Stress
898,5.68,37.45,32.52,219.1,5.5,9,1.61,198.8,High Stress
899,6.26,30.52,26.08,203.6,8.7,2,3.01,148.0,Slight Deviation
900,5.15,29.57,27.92,200.9,8.6,5,6.21,404.56,Optimal
901,5.8,32.58,26.85,149.4,6.8,1,4.16,252.15,Optimal
902,5.38,28.69,25.64,172.8,5.7,4,7.39,473.11,Optimal
903,5.62,35.51,25.18,271.8,5.7,4,6.44,372.01,Optimal
904,6.3,29.45,28.05,128.2,6.8,6,4.82,361.84,Near Optimal
905,5.71,28.83,22.15,268.8,8.7,10,2.69,277.4,Slight Deviation
906,5.63,31.85,29.4,162.3,9.2,9,3.84,276.36,Slight Deviation
907,4.85,24.1,25.67,252.9,6.6,3,4.23,237.64,Near Optimal
908,6.01,22.84,23.38,102.6,5.4,9,3.61,261.69,Slight Deviation
909,5.96,22.65,25.56,212.2,8.0,6,5.45,392.34,Optimal
910,6.79,26.84,31.02,139.5,6.0,7,1.5,125.12,Severe Stress
911,5.43,38.87,25.29,102.2,6.6,12,3.63,309.11,Slight Deviation
912,5.72,40.5,28.15,192.0,9.9,10,4.1,288.43,Slight Deviation
913,5.74,32.47,24.66,235.5,9.0,2,3.22,278.48,Near Optimal
914,6.47,29.59,29.43,133.5,7.8,11,2.63,248.36,Mild Stress
915,5.55,20.84,29.19,97.6,5.2,10,3.02,301.44,Mild Stress
916,5.75,26.54,32.92,174.9,7.9,14,1.5,219.26,Moderate Stress
917,5.93,24.77,26.44,175.2,9.4,6,6.04,408.93,Optimal
918,5.7,26.3,29.14,210.2,6.8,6,3.98,283.52,Slight Deviation
919,5.35,29.61,27.31,232.2,9.9,2,3.5,200.62,Near Optimal
920,5.71,27.01,31.15,176.7,9.8,2,1.7,102.23,Moderate Stress
921,6.19,18.03,24.7,282.1,10.5,14,2.1,202.73,Mild Stress
922,5.04,35.12,29.38,192.3,8.0,2,2.66,136.51,Slight Deviation
923,5.67,24.13,26.38,160.9,8.6,10,6.44,539.42,Optimal
924,5.21,32.07,26.79,91.4,10.0,12,4.65,384.76,Optimal
925,6.26,38.09,27.29,165.6,8.3,1,2.91,233.9,Mild Stress
926,4.76,27.62,27.81,161.5,6.6,5,3.43,218.01,Mild Stress
927,5.29,17.98,26.63,232.8,6.7,8,2.13,147.99,Moderate Stress
928,5.81,27.64,27.69,205.4,7.9,2,3.14,170.18,Near Optimal
929,6.46,32.62,32.05,115.1,5.2,13,1.5,179.23,High Stress
930,5.56,39.61,30.15,189.5,7.2,15,1.5,211.28,Moderate Stress
931,5.29,24.48,29.78,216.9,9.5,5,4.01,275.32,Near Optimal
932,6.63,29.09,25.54,264.0,3.6,12,3.64,287.34,Mild Stress
933,4.8,29.77,24.15,228.8,10.3,8,3.3,265.07,Slight Deviation
934,4.39,32.8,30.06,221.8,9.5,10,1.5,176.14,Severe Stress
935,5.84,42.2,29.8,183.3,6.7,14,1.5,226.58,High Stress
936,5.32,23.03,31.71,201.4,8.5,5,1.5,181.47,Moderate Stress
937,5.04,32.65,25.07,248.7,7.5,2,1.9,117.26,Slight Deviation
938,5.99,30.87,26.27,106.7,9.7,3,8.1,552.54,Optimal
939,5.73,34.74,21.75,160.8,9.3,15,3.25,317.31,Mild Stress
940,5.29,31.12,25.74,137.5,5.0,6,6.15,363.54,Optimal
941,4.9,33.34,30.19,200.9,8.6,11,2.05,273.41,Moderate Stress
942,6.08,26.3,25.51,247.7,7.1,11,5.54,499.94,Optimal
943,5.96,29.97,29.05,147.2,7.6,5,4.84,352.07,Near Optimal
944,5.55,28.13,26.39,48.5,6.2,11,5.25,406.14,Optimal
945,6.62,29.75,28.04,157.3,10.6,4,2.01,143.1,Moderate Stress
946,5.01,29.62,23.33,230.2,9.4,4,4.29,273.16,Near Optimal
947,4.76,34.11,27.27,209.6,6.2,5,1.95,199.37,Moderate Stress
948,5.22,30.69,18.0,203.6,5.1,2,1.5,105.4,High Stress
949,5.57,35.42,26.4,164.6,6.8,9,6.12,497.79,Optimal
950,5.73,29.05,21.78,109.7,8.3,2,1.56,110.82,Moderate Stress
951,5.47,21.22,30.86,208.3,7.9,10,1.69,166.97,Moderate Stress
952,5.79,35.44,29.49,134.1,9.8,2,1.69,96.35,Mild Stress
953,4.91,27.24,28.49,300.1,8.9,10,3.45,260.97,Slight Deviation
954,6.39,24.06,31.87,211.4,9.2,14,1.5,220.0,High Stress
955,5.55,26.87,23.96,148.1,8.1,9,6.96,444.29,Optimal
956,6.21,34.74,32.59,146.4,5.0,14,1.5,173.36,High Stress
957,5.79,18.45,29.98,174.9,7.1,3,1.75,175.36,Moderate Stress
958,5.85,44.64,26.24,166.8,9.4,15,2.4,230.59,Moderate Stress
959,5.91,34.05,30.63,241.4,7.4,10,2.13,237.99,Mild Stress
960,5.85,30.07,23.46,190.3,8.4,7,4.53,255.59,Near Optimal
961,5.95,28.38,24.36,139.8,6.9,4,6.91,497.35,Optimal
962,6.33,28.94,25.05,284.0,5.6,13,4.61,336.14,Near Optimal
963,5.71,31.98,25.31,182.7,7.3,13,5.34,393.73,Optimal
964,5.99,31.76,23.62,222.3,8.1,6,5.46,399.41,Near Optimal
965,5.55,32.63,30.91,146.5,6.3,14,2.83,291.26,Slight Deviation
966,6.39,27.78,26.17,200.0,7.1,4,4.97,361.52,Near Optimal
967,5.23,29.82,28.13,197.1,5.8,10,5.01,335.86,Optimal
968,6.59,25.97,25.17,76.1,9.5,15,3.95,346.96,Mild Stress
969,5.58,28.79,21.17,290.8,7.0,7,1.71,137.0,Moderate Stress
970,4.81,37.74,27.86,251.0,10.1,1,2.53,120.94,Mild Stress
971,5.67,32.46,20.88,158.2,10.3,3,2.54,197.26,Mild Stress
972,5.23,16.11,26.78,119.4,7.4,13,1.5,227.01,Moderate Stress
973,6.06,31.6,22.62,199.1,5.7,3,3.37,214.41,Slight Deviation
974,5.24,31.75,33.36,184.8,3.7,1,1.5,151.29,Moderate Stress
975,5.35,30.36,29.92,199.6,4.9,6,2.05,143.5,Mild Stress
976,4.56,30.88,27.34,190.5,5.0,15,2.21,305.05,Moderate Stress
977,5.35,36.07,31.04,207.8,10.0,13,1.5,213.68,High Stress
978,4.27,38.43,24.29,259.6,7.7,11,1.5,135.18,Severe Stress
979,4.73,28.45,28.74,211.2,8.2,14,1.5,271.35,Moderate Stress
980,6.02,30.48,27.64,122.3,3.5,9,6.59,451.84,Optimal
981,6.03,23.55,27.84,254.9,5.3,8,5.16,415.78,Optimal
982,5.83,22.11,31.07,270.2,9.1,11,1.5,183.1,Moderate Stress
983,5.07,28.16,29.34,353.4,8.0,7,3.29,266.51,Slight Deviation
984,5.57,34.1,27.92,118.2,7.2,10,5.71,454.14,Optimal
985,5.6,34.47,21.7,193.4,8.5,8,3.56,307.2,Mild Stress
986,4.96,34.19,23.93,65.5,10.4,6,2.96,213.62,Mild Stress
987,6.43,30.84,26.61,210.4,7.1,9,4.7,372.61,Near Optimal
988,6.08,30.84,27.3,149.8,7.6,3,5.73,383.78,Optimal
989,5.48,26.85,23.38,285.8,7.8,15,4.17,377.67,Near Optimal
990,5.61,31.83,34.72,137.4,11.8,10,1.5,162.88,High Stress
991,5.71,33.37,31.85,87.1,3.7,10,1.5,177.4,Moderate Stress
992,4.48,36.83,28.93,154.1,8.7,9,1.5,230.86,Severe Stress
993,5.46,36.06,27.23,71.3,7.3,4,6.11,388.27,Near Optimal
994,5.22,34.38,26.32,221.3,8.5,7,6.45,485.23,Optimal
995,5.05,33.11,23.95,66.4,6.3,15,3.81,326.91,Slight Deviation
996,5.45,35.5,27.25,181.6,7.4,13,4.74,357.55,Optimal
997,6.59,26.6,27.82,65.7,8.8,9,3.04,369.07,Mild Stress
998,5.95,24.24,23.03,162.4,12.0,2,2.66,194.5,Slight Deviation
999,5.29,29.81,28.07,270.4,9.0,2,3.31,234.46,Near Optimal
1000,5.91,25.05,26.5,199.8,6.0,9,5.34,413.23,Optimal
